DateTime,counter,avg_rate,inst_rate
2012-04-01 07:00:00,45294.78058333333,0.12616666666666668,0.0
2012-04-01 08:00:00,45295.096,0.0,0.0
2012-04-01 09:00:00,45295.096,0.0,0.0
2012-04-01 10:00:00,45295.096,0.0,0.0
2012-04-01 11:00:00,45298.62866666667,0.06308333333333334,0.0
2012-04-01 12:00:00,45298.881,0.0,0.0
2012-04-01 13:00:00,45298.881,0.0,0.0
2012-04-01 14:00:00,45299.51183333333,0.12616666666666668,0.0
2012-04-01 15:00:00,45324.80825,0.5046666666666667,0.0
2012-04-01 16:00:00,45343.733250000005,0.18925,0.0
2012-04-01 17:00:00,45350.16775,0.06308333333333334,0.0
2012-04-01 18:00:00,45358.87325,0.12616666666666668,0.0
2012-04-01 19:00:00,45369.84975,0.3154166666666667,0.0
2012-04-01 20:00:00,45385.24208333333,0.18925,0.0
2012-04-01 21:00:00,45408.20441666667,1.0093333333333334,0.0
2012-04-01 22:00:00,45473.49566666667,0.6308333333333334,0.0
2012-04-01 23:00:00,45503.460250000004,0.757,0.0
2012-04-02 00:00:00,45536.51591666667,0.18925,0.0
2012-04-02 01:00:00,45559.03666666667,0.8200833333333333,0.0
2012-04-02 02:00:00,45632.27641666667,1.1985833333333333,0.4248333333333333
2012-04-02 03:00:00,45695.485916666665,1.32475,0.0
2012-04-02 04:00:00,45774.21391666667,0.5046666666666667,0.0
2012-04-02 05:00:00,45778.440500000004,0.06308333333333334,0.0
2012-04-02 06:00:00,45786.32591666666,0.18925,0.0
2012-04-02 07:00:00,45790.931,0.0,0.0
2012-04-02 08:00:00,45790.931,0.0,0.0
2012-04-02 09:00:00,45790.931,0.0,0.0
2012-04-02 10:00:00,45790.931,0.0,0.0
2012-04-02 11:00:00,45790.931,0.0,0.0
2012-04-02 12:00:00,45790.931,0.0,0.0
2012-04-02 13:00:00,45801.150499999996,0.25233333333333335,0.0
2012-04-02 14:00:00,45809.79291666667,0.12616666666666668,0.0
2012-04-02 15:00:00,45816.54283333334,0.25233333333333335,0.0
2012-04-02 16:00:00,45837.108,0.18925,0.0
2012-04-02 17:00:00,45860.1965,0.6308333333333334,0.0
2012-04-02 18:00:00,45890.53958333333,0.6308333333333334,0.0
2012-04-02 19:00:00,45929.96666666667,0.3785,0.0
2012-04-02 20:00:00,45939.366083333334,0.06308333333333334,0.0
2012-04-02 21:00:00,45942.331,0.0,0.0
2012-04-02 22:00:00,45948.70241666667,0.18925,0.0
2012-04-02 23:00:00,45957.975666666665,0.25233333333333335,0.0
2012-04-03 00:00:00,45998.790583333335,0.6308333333333334,0.0
2012-04-03 01:00:00,46011.47033333334,0.25233333333333335,0.0
2012-04-03 02:00:00,46058.02583333333,0.757,0.2294
2012-04-03 03:00:00,46078.14941666667,0.8200833333333333,0.0
2012-04-03 04:00:00,46159.842333333334,1.0093333333333334,0.0
2012-04-03 05:00:00,46177.001,0.0,0.0
2012-04-03 06:00:00,46181.35375,0.4415833333333333,0.16821666666666665
2012-04-03 07:00:00,46207.154833333334,0.06308333333333334,0.0
2012-04-03 08:00:00,46207.281,0.0,0.0
2012-04-03 09:00:00,46207.281,0.0,0.0
2012-04-03 10:00:00,46207.281,0.0,0.0
2012-04-03 11:00:00,46207.281,0.0,0.0
2012-04-03 12:00:00,46207.281,0.0,0.0
